ID;Datum;Temperatur;Luftfeuchtigkeit;Arbeiter;Sensor1;Sensor2;Sensor3;Sensor4;Sensor5;Sensor6;Sensor7;Sensor8;Sensor9;Sensor10;Sensor11;Sensor12;Sensor13;Sensor14;Sensor15;Zeit seit letztem Ausfall (Stunden);Ausfall
403;04.07.2020 06:00;61;89;Arbeiter7;956;2;2;845;1578;1546;655;1239;391;1005;782;1892;1416;1652;1711;222;Nein
404;04.07.2020 07:00;67;86;Arbeiter7;723;1;0;1460;770;1414;1213;1888;454;835;286;344;1549;1891;1588;223;Nein
405;04.07.2020 08:00;60;89;Arbeiter2;847;2;1;174;944;1108;1890;907;345;1366;382;387;1903;838;1907;224;Nein
406;04.07.2020 09:00;60;81;Arbeiter2;1015;2;2;984;1470;1634;1993;1291;1874;1313;594;205;721;781;545;225;Nein
407;04.07.2020 10:00;61;92;Arbeiter2;1437;1;1;1394;970;836;1230;1004;1009;1386;1070;715;1935;448;699;226;Nein
408;04.07.2020 11:00;63;82;Arbeiter2;1895;3;0;933;425;981;1507;1249;1387;1065;227;567;1084;1489;867;227;Nein
409;04.07.2020 12:00;60;82;Arbeiter2;414;2;1;1348;1122;1618;1074;1324;1098;1686;613;1509;1855;421;792;228;Nein
410;04.07.2020 13:00;68;83;Arbeiter2;1968;1;0;1943;1388;1844;791;1039;1043;1696;1591;768;1874;1550;1965;229;Nein
411;04.07.2020 14:00;63;91;Arbeiter2;328;2;2;844;890;1014;1530;1808;1972;854;652;941;1054;1883;1443;230;Nein
412;04.07.2020 15:00;61;93;Arbeiter2;940;3;0;377;1316;1836;524;1179;782;265;1982;1076;984;1282;1604;231;Nein
413;04.07.2020 16:00;63;91;Arbeiter8;2007;1;2;1211;588;669;1292;818;355;1479;1018;1389;1711;1355;239;232;Nein
414;04.07.2020 17:00;68;82;Arbeiter8;1862;0;0;788;1878;990;2000;733;697;1110;1767;1414;1572;261;1140;233;Nein
415;04.07.2020 18:00;68;85;Arbeiter8;1801;2;0;1500;1716;1525;1457;1565;1082;1624;597;714;1206;550;371;234;Nein
416;04.07.2020 19:00;68;89;Arbeiter8;1119;1;1;241;607;517;1238;430;934;603;247;490;635;1822;1403;235;Nein
417;04.07.2020 20:00;64;93;Arbeiter8;390;1;0;666;921;1072;851;1667;1209;411;1433;442;433;486;1069;236;Nein
418;04.07.2020 21:00;63;87;Arbeiter8;1216;2;0;539;1677;592;1317;331;613;1070;1898;1552;530;1554;163;237;Nein
419;04.07.2020 22:00;67;93;Arbeiter8;1161;0;0;1879;818;1764;870;1389;1326;1121;2010;1433;705;978;251;238;Nein
420;04.07.2020 23:00;65;91;Arbeiter8;633;1;0;1708;880;1892;877;611;750;664;1962;1235;1336;961;1375;239;Nein
421;05.07.2020 00:00;60;82;Arbeiter1;1374;2;1;1937;285;1122;1931;1602;1584;1634;602;1939;254;283;438;240;Nein
422;05.07.2020 01:00;67;83;Arbeiter1;1885;1;1;1085;904;468;685;1353;757;513;495;319;227;830;1796;241;Nein
423;05.07.2020 02:00;65;85;Arbeiter1;360;1;0;1405;217;190;1363;997;1658;1753;1028;1695;187;385;1411;242;Nein
424;05.07.2020 03:00;60;84;Arbeiter1;1598;0;2;1537;231;937;1826;1314;611;1452;1158;955;1098;1421;1480;243;Nein
425;05.07.2020 04:00;68;92;Arbeiter1;561;3;2;357;503;1902;966;1854;719;1398;1833;705;667;906;702;244;Nein
426;05.07.2020 05:00;67;85;Arbeiter1;207;2;0;1920;1633;1984;402;1130;168;626;396;189;354;1825;476;245;Nein
427;05.07.2020 06:00;67;83;Arbeiter1;939;2;1;369;1875;345;415;651;631;753;918;1282;1134;1888;350;246;Nein
428;05.07.2020 07:00;60;93;Arbeiter1;994;2;2;430;810;281;1264;562;1246;1740;478;448;200;309;1490;247;Nein
429;05.07.2020 08:00;60;83;Arbeiter3;542;2;0;654;1889;1066;207;858;463;1463;838;766;172;698;1688;248;Nein
430;05.07.2020 09:00;63;92;Arbeiter3;1951;0;0;1180;1330;810;724;1692;1715;664;1925;459;957;1219;488;249;Nein
431;05.07.2020 10:00;65;91;Arbeiter3;1756;1;0;508;1122;1032;1969;1326;1680;1338;1843;867;1394;768;1696;250;Nein
432;05.07.2020 11:00;67;83;Arbeiter3;541;2;1;880;1596;997;1014;544;1218;930;1978;377;1969;248;902;251;Nein
433;05.07.2020 12:00;63;87;Arbeiter3;352;3;2;1353;1283;1655;957;1616;1690;598;1448;954;966;1758;1680;252;Nein
434;05.07.2020 13:00;63;88;Arbeiter3;559;2;1;1967;2001;1932;1657;1697;1173;665;1040;413;803;974;454;253;Nein
435;05.07.2020 14:00;68;86;Arbeiter3;982;2;1;443;921;477;1385;1357;1213;510;777;874;1180;796;1993;254;Nein
436;05.07.2020 15:00;62;82;Arbeiter3;1231;3;2;1495;314;1676;1109;1196;1367;1031;875;561;1614;616;611;255;Nein
437;05.07.2020 16:00;67;82;Arbeiter5;559;0;1;499;1312;1674;1936;1840;1021;856;1440;944;1008;1086;1174;256;Nein
438;05.07.2020 17:00;66;81;Arbeiter5;822;3;0;751;1881;1690;829;1901;820;1604;1155;1558;723;1797;1095;257;Nein
439;05.07.2020 18:00;65;81;Arbeiter5;1196;3;1;1397;1065;1411;273;400;1620;299;1883;463;1206;316;1531;258;Nein
440;05.07.2020 19:00;67;87;Arbeiter5;1541;2;2;1998;207;224;653;1253;641;1234;1244;1441;349;1016;1448;259;Nein
441;05.07.2020 20:00;61;87;Arbeiter5;373;2;2;741;564;739;1324;535;1246;289;370;430;777;865;969;260;Nein
442;05.07.2020 21:00;64;89;Arbeiter5;1593;3;0;1683;709;1786;1945;713;982;1199;1323;268;280;747;512;261;Nein
443;05.07.2020 22:00;65;89;Arbeiter5;1829;1;0;1260;1208;634;262;1450;1773;366;1050;1700;1208;1548;218;262;Nein
444;05.07.2020 23:00;68;82;Arbeiter5;1204;3;2;249;926;1724;1220;1879;1017;843;1791;965;1721;1478;801;263;Nein
445;06.07.2020 00:00;68;91;Arbeiter2;637;1;0;996;900;1190;481;382;1642;1324;554;1437;1514;1538;522;264;Nein
446;06.07.2020 01:00;64;88;Arbeiter2;967;1;0;1391;1479;1734;616;320;907;747;523;1455;998;868;731;265;Nein
447;06.07.2020 02:00;65;87;Arbeiter2;713;0;1;1786;1670;1738;654;939;1682;1397;1267;1536;1419;391;1457;266;Nein
448;06.07.2020 03:00;62;87;Arbeiter2;280;1;0;725;774;412;1424;849;715;185;1980;858;770;1684;925;267;Nein
449;06.07.2020 04:00;63;88;Arbeiter2;682;0;1;1571;663;432;499;179;1177;1587;805;1690;441;681;531;268;Nein
450;06.07.2020 05:00;65;83;Arbeiter2;268;1;1;1432;1537;870;1450;839;498;646;1480;1399;1078;1791;313;269;Nein
451;06.07.2020 06:00;60;82;Arbeiter2;596;3;2;813;1973;1166;1955;1219;1823;1411;911;220;917;1326;1831;270;Nein
452;06.07.2020 07:00;63;82;Arbeiter2;490;2;0;968;1452;1569;1120;1592;1493;1690;175;1218;706;1501;1964;271;Nein
453;06.07.2020 08:00;68;87;Arbeiter4;1764;1;2;463;466;1180;329;1358;166;353;327;1145;458;167;657;272;Nein
454;06.07.2020 09:00;65;83;Arbeiter4;1141;2;0;443;1180;653;1554;190;1252;1939;1373;1402;1623;856;1015;273;Nein
455;06.07.2020 10:00;64;85;Arbeiter4;1263;3;0;484;964;395;1955;1934;311;203;1267;815;700;1917;579;274;Nein
456;06.07.2020 11:00;62;83;Arbeiter4;1916;2;0;1708;179;1153;1536;1679;276;1242;811;1389;1608;1216;923;275;Nein
457;06.07.2020 12:00;60;90;Arbeiter4;1466;2;1;1119;1640;510;1711;1186;894;1102;1514;1585;215;1656;1575;276;Nein
458;06.07.2020 13:00;63;122;Arbeiter4;441;3;0;730;1834;556;987;219;1025;1500;1978;1556;621;201;826;277;Nein
459;06.07.2020 14:00;60;92;Arbeiter4;837;1;1;2007;1861;1693;227;1771;1022;954;1402;797;1298;646;1596;278;Nein
460;06.07.2020 15:00;60;84;Arbeiter4;405;1;2;404;1781;1728;939;978;650;725;1863;1236;1924;1982;1245;279;Nein
461;06.07.2020 16:00;65;91;Arbeiter6;335;0;0;229;976;187;193;1845;1789;1977;958;482;1819;1818;278;280;Nein
462;06.07.2020 17:00;64;88;Arbeiter6;741;2;0;1973;2004;319;1404;1828;993;1446;930;1866;856;166;247;281;Nein
463;06.07.2020 18:00;61;85;Arbeiter6;1779;1;1;1969;1368;265;1653;1575;782;337;1454;1032;582;1660;1183;282;Nein
464;06.07.2020 19:00;66;83;Arbeiter6;287;2;1;1524;739;1280;393;481;1508;710;1287;612;206;1863;1562;283;Nein
465;06.07.2020 20:00;65;89;Arbeiter6;740;1;1;1010;1703;1538;325;356;1330;316;501;369;200;601;535;284;Nein
466;06.07.2020 21:00;62;81;Arbeiter6;1616;2;1;1524;985;1885;1448;364;1769;236;997;203;705;929;1080;285;Nein
467;06.07.2020 22:00;66;90;Arbeiter6;916;2;0;405;706;1049;721;192;1290;1364;1998;1390;782;844;852;286;Nein
468;06.07.2020 23:00;61;82;Arbeiter6;1930;2;2;1410;1002;1777;439;410;969;543;752;1794;945;380;616;287;Nein
469;07.07.2020 00:00;68;85;Arbeiter7;1551;2;2;1424;531;1413;230;321;861;1260;1801;1424;795;459;1515;288;Nein
470;07.07.2020 01:00;64;87;Arbeiter7;575;2;0;1056;465;1457;1212;286;1614;1257;285;351;207;606;555;289;Nein
471;07.07.2020 02:00;67;88;Arbeiter7;1048;1;1;860;955;645;1421;1184;939;1393;1602;1920;403;1722;357;290;Nein
472;07.07.2020 03:00;68;90;Arbeiter7;1911;2;2;806;1272;1478;908;867;1337;1407;1463;456;350;1397;276;291;Nein
473;07.07.2020 04:00;61;93;Arbeiter7;874;2;1;620;688;1096;1323;1244;1380;378;1009;1297;1505;355;879;292;Nein
474;07.07.2020 05:00;63;87;Arbeiter7;2006;1;2;950;1728;779;1853;414;570;1039;1522;1101;1036;1956;1083;293;Nein
475;07.07.2020 06:00;62;83;Arbeiter7;1730;2;2;1100;1546;1520;1759;883;1150;957;1577;1052;271;906;648;294;Nein
476;07.07.2020 07:00;65;82;Arbeiter7;1060;0;2;1730;1204;1998;916;726;200;1701;1083;917;269;1308;1536;295;Nein
477;07.07.2020 08:00;65;83;Arbeiter2;1205;0;1;779;1444;1654;2001;1089;1756;433;1618;826;170;491;1160;296;Nein
478;07.07.2020 09:00;61;92;Arbeiter2;914;1;0;1012;1348;1341;834;1006;629;1107;1196;1870;1477;492;1070;297;Nein
479;07.07.2020 10:00;61;90;Arbeiter2;1719;2;1;847;495;763;1211;1793;594;1211;1244;912;239;1548;893;298;Nein
480;07.07.2020 11:00;64;83;Arbeiter2;1383;2;0;1160;1513;1499;750;605;1122;292;1165;1948;1908;712;1879;299;Nein
481;07.07.2020 12:00;66;89;Arbeiter2;1117;1;1;940;1214;1571;683;1533;948;1846;155;1942;1185;1823;1241;300;Nein
482;07.07.2020 13:00;63;84;Arbeiter2;836;3;2;902;875;941;1156;1390;806;1096;997;1118;509;1994;1377;301;Nein
483;07.07.2020 14:00;61;85;Arbeiter2;1138;0;2;480;284;1036;1038;1116;1109;1054;298;1778;287;1972;1837;302;Nein
484;07.07.2020 15:00;66;91;Arbeiter2;851;0;0;1006;1265;432;1872;319;674;912;1087;477;1679;1870;924;303;Nein
485;07.07.2020 16:00;60;82;Arbeiter8;719;3;2;1797;1787;1919;567;1274;470;1785;379;726;787;1922;1989;304;Nein
486;07.07.2020 17:00;63;83;Arbeiter8;845;1;1;1254;1367;1862;1679;1068;708;950;585;494;1969;1971;1501;305;Nein
487;07.07.2020 18:00;65;86;Arbeiter8;462;0;1;1070;1379;1519;1218;1950;1414;810;702;934;1049;449;799;306;Nein
488;07.07.2020 19:00;60;91;Arbeiter8;1505;1;2;1233;419;927;496;1517;1837;518;1307;172;232;1580;1497;307;Nein
489;07.07.2020 20:00;65;88;Arbeiter8;374;0;1;453;1184;1931;681;1345;209;596;1024;1693;1652;687;1700;308;Nein
490;07.07.2020 21:00;63;84;Arbeiter8;337;2;0;1192;516;995;650;1652;759;823;1069;1215;1835;1654;1624;309;Nein
491;07.07.2020 22:00;60;84;Arbeiter8;1975;3;2;385;405;1361;344;958;1224;1753;402;1612;1132;369;605;310;Nein
492;07.07.2020 23:00;60;93;Arbeiter8;407;0;2;200;1756;1677;1799;475;1723;1455;664;1305;795;1028;1351;311;Nein
493;08.07.2020 00:00;67;81;Arbeiter1;276;1;2;614;1919;845;664;597;1102;421;1555;1541;1221;680;963;312;Nein
494;08.07.2020 01:00;68;85;Arbeiter1;1827;3;0;749;1516;1546;1402;1804;1659;322;1513;1198;333;675;1840;313;Nein
495;08.07.2020 02:00;63;83;Arbeiter1;541;3;0;1682;1758;999;1700;647;1619;1723;1967;1180;532;711;848;314;Nein
496;08.07.2020 03:00;68;88;Arbeiter1;680;2;2;357;544;597;250;1389;1713;739;331;1364;646;504;506;315;Nein
497;08.07.2020 04:00;65;83;Arbeiter1;1268;2;0;1377;1441;840;1719;1404;1439;1736;1139;521;1636;230;358;316;Nein
498;08.07.2020 05:00;66;82;Arbeiter1;530;3;0;301;424;264;714;986;1869;975;1809;1954;777;1230;689;317;Nein
499;08.07.2020 06:00;66;87;Arbeiter1;958;1;2;1397;1274;932;1791;351;1264;339;565;583;255;1529;161;318;Nein
500;08.07.2020 07:00;65;86;Arbeiter1;530;2;0;1622;1407;1642;383;918;774;1619;568;1496;2007;411;548;319;Nein
501;08.07.2020 08:00;65;83;Arbeiter3;1596;1;1;931;1445;1600;450;1340;1325;1461;963;1827;1992;182;688;320;Nein
502;08.07.2020 09:00;65;87;Arbeiter3;317;0;0;348;886;1391;1917;1739;1227;1849;629;441;1675;1895;1656;321;Nein
503;08.07.2020 10:00;68;90;Arbeiter3;1523;3;0;1279;289;689;1314;1634;255;444;1029;698;1248;1048;609;322;Nein
504;08.07.2020 11:00;65;85;Arbeiter3;1039;3;2;1997;158;668;1155;1213;1454;436;277;1475;1000;1914;992;323;Nein
505;08.07.2020 12:00;62;93;Arbeiter3;1361;2;1;950;371;710;285;1186;1583;557;1644;1945;586;1513;1122;324;Nein
506;08.07.2020 13:00;66;85;Arbeiter3;186;3;2;1511;832;1810;1576;1602;517;520;389;1507;889;1265;243;325;Nein
507;08.07.2020 14:00;66;89;Arbeiter3;1066;2;0;1357;1890;340;1659;1571;543;1394;538;1542;170;1739;1949;326;Nein
508;08.07.2020 15:00;63;84;Arbeiter3;928;2;1;572;1605;1420;1864;1604;1921;634;977;1396;1603;806;1493;327;Nein
509;08.07.2020 16:00;62;90;Arbeiter5;599;2;1;311;1555;2004;1198;899;423;1467;674;531;1806;1468;648;328;Nein
510;08.07.2020 17:00;64;86;Arbeiter5;259;1;2;705;1458;1202;1733;1382;844;306;1834;1958;1772;1633;620;329;Nein
511;08.07.2020 18:00;68;88;Arbeiter5;778;3;2;1555;1663;802;1322;842;1698;1006;1572;925;536;167;368;330;Nein
512;08.07.2020 19:00;66;93;Arbeiter5;1424;1;1;823;1578;1283;1691;382;673;691;1592;390;172;1684;623;331;Nein
513;08.07.2020 20:00;66;93;Arbeiter5;325;0;2;1729;1711;1687;1626;1786;1250;634;491;1419;575;1114;1033;332;Nein
514;08.07.2020 21:00;60;88;Arbeiter5;888;1;0;244;552;1487;356;885;1301;1924;1425;351;1366;352;248;333;Nein
515;08.07.2020 22:00;65;86;Arbeiter5;1150;2;2;1302;1177;1612;431;402;532;1107;1568;1443;1612;648;650;334;Nein
516;08.07.2020 23:00;61;91;Arbeiter5;1894;2;2;1714;239;1226;1897;1813;1045;900;968;156;1254;1975;1446;335;Nein
517;09.07.2020 00:00;60;83;Arbeiter2;1099;1;2;1008;1029;560;535;891;1508;1862;1700;561;1902;1652;363;336;Nein
518;09.07.2020 01:00;68;93;Arbeiter2;700;2;1;685;939;368;1552;1556;1349;1338;1064;907;609;1869;314;337;Nein
519;09.07.2020 02:00;63;81;Arbeiter2;1087;1;0;468;804;1197;947;692;640;791;1715;950;1636;510;524;338;Nein
520;09.07.2020 03:00;67;82;Arbeiter2;1324;2;0;528;1329;1167;1334;1674;1233;701;1453;1074;473;794;1658;339;Nein
521;09.07.2020 04:00;67;81;Arbeiter2;163;0;2;1467;1864;973;623;2001;1297;1797;1086;1849;461;720;1394;340;Nein
522;09.07.2020 05:00;63;88;Arbeiter2;1226;1;0;1832;2003;718;663;227;920;712;796;921;358;1971;1304;341;Nein
523;09.07.2020 06:00;61;83;Arbeiter2;685;0;0;1767;1785;887;586;502;1966;1651;1705;1006;1480;888;1360;342;Nein
524;09.07.2020 07:00;60;82;Arbeiter2;1710;0;0;1901;514;1568;925;181;1945;1375;774;1080;848;820;1807;343;Nein
525;09.07.2020 08:00;60;89;Arbeiter4;1567;1;1;188;1590;1288;676;1884;1864;178;1609;1112;1048;771;914;344;Nein
526;09.07.2020 09:00;66;92;Arbeiter4;662;3;0;1977;913;311;1577;1706;1060;157;192;1309;981;873;833;345;Nein
527;09.07.2020 10:00;65;92;Arbeiter4;1811;2;0;1762;530;1144;161;1336;373;279;987;1181;705;1158;1729;346;Nein
528;09.07.2020 11:00;72;83;Arbeiter4;460;0;2;1135;247;1900;1822;371;829;573;639;1993;1669;1518;324;347;Nein
529;09.07.2020 12:00;67;89;Arbeiter4;1817;2;2;1675;1070;961;973;1393;1560;785;1277;1831;445;411;800;348;Nein
530;09.07.2020 13:00;64;93;Arbeiter4;1522;2;0;778;1757;315;1816;311;1319;1042;1755;1003;1364;915;1400;349;Nein
531;09.07.2020 14:00;65;81;Arbeiter4;194;2;2;1880;461;1861;1942;320;903;1504;487;453;1374;1810;989;350;Nein
532;09.07.2020 15:00;64;92;Arbeiter4;1925;0;0;1379;1754;469;954;1834;1557;275;1867;2001;1395;1587;1790;351;Nein
533;09.07.2020 16:00;67;88;Arbeiter6;426;0;0;362;939;1417;1137;662;654;593;1566;1358;1618;1878;367;352;Nein
534;09.07.2020 17:00;61;86;Arbeiter6;751;3;1;1362;959;322;444;1580;1343;1237;376;641;1360;393;539;353;Nein
535;09.07.2020 18:00;68;89;Arbeiter6;549;3;0;1041;1661;569;630;1134;1781;1050;1715;905;1441;403;760;354;Nein
536;09.07.2020 19:00;65;88;Arbeiter6;444;1;1;1854;255;1556;473;261;596;1029;1421;1921;506;1193;1361;355;Nein
537;09.07.2020 20:00;63;86;Arbeiter6;1024;2;2;924;1634;602;545;170;871;1148;1477;973;630;175;261;356;Nein
538;09.07.2020 21:00;60;93;Arbeiter6;239;2;1;1543;931;1072;234;1917;943;524;841;1252;684;1164;294;357;Nein
539;09.07.2020 22:00;68;89;Arbeiter6;1525;3;0;1330;1324;1689;795;306;1026;1805;1916;1157;1085;342;1676;358;Nein
540;09.07.2020 23:00;64;82;Arbeiter6;1984;0;1;1049;1723;767;225;675;1769;485;1466;1476;1621;1973;787;359;Nein
541;10.07.2020 00:00;60;89;Arbeiter7;1821;0;2;972;979;1912;303;1837;408;1771;1336;283;907;1823;1244;360;Nein
542;10.07.2020 01:00;66;91;Arbeiter7;174;3;1;890;402;296;1298;1897;1306;1240;974;438;796;676;1004;361;Nein
543;10.07.2020 02:00;67;90;Arbeiter7;1603;3;1;1998;994;1089;1896;983;777;1084;391;1502;685;157;1496;362;Nein
544;10.07.2020 03:00;60;87;Arbeiter7;1187;0;1;164;1488;1075;1513;1301;662;1215;1647;1788;1427;1509;1784;363;Nein
545;10.07.2020 04:00;65;93;Arbeiter7;902;1;2;1332;219;1754;593;765;643;1140;2006;1458;1270;612;164;364;Nein
546;10.07.2020 05:00;66;85;Arbeiter7;1713;2;2;267;1757;1569;514;1884;444;499;296;806;231;298;1693;365;Nein
547;10.07.2020 06:00;73;72;Arbeiter7;1745;3;0;341;1709;554;1618;1140;1620;1747;1927;678;1045;1924;1363;366;Ja
548;10.07.2020 07:00;72;75;Arbeiter7;1789;1;1;1167;1834;565;1794;1055;1475;921;1505;578;953;1080;266;1;Ja
549;10.07.2020 08:00;69;71;Arbeiter2;920;2;1;946;1546;215;1096;322;160;1598;1633;1100;607;523;1779;1;Ja
550;10.07.2020 09:00;74;69;Arbeiter2;876;0;0;273;1471;1990;334;1971;682;1507;646;950;855;517;326;1;Ja
551;10.07.2020 10:00;71;72;Arbeiter2;1268;2;0;466;1291;841;1154;295;1277;377;464;1360;1856;1138;1491;1;Ja
552;10.07.2020 11:00;72;73;Arbeiter2;833;2;1;429;834;169;1290;846;865;1610;973;996;1476;1021;1020;1;Ja
553;10.07.2020 12:00;73;74;Arbeiter2;1865;0;1;1226;695;1943;1821;1324;1716;1528;454;1613;1863;871;1178;1;Ja
554;01.08.2020 06:00;77;77;Arbeiter1;1558;0;0;1586;251;1869;1987;452;1401;1040;1216;1392;258;740;542;522;Ja
555;22.08.2020 15:00;64;83;Arbeiter3;1293;3;2;1936;962;1490;1070;578;611;1662;290;637;593;1998;1786;513;Ja
556;04.09.2020 06:00;72;72;Arbeiter2;802;0;0;1817;1204;1354;1085;561;1301;302;564;1737;1713;1892;1972;303;Ja
557;04.09.2020 07:00;73;69;Arbeiter2;725;3;1;708;220;403;913;686;1882;1015;885;1188;1331;462;1741;1;Ja
558;04.09.2020 08:00;60;89;Arbeiter4;186;1;2;1863;1197;1047;447;712;1610;1667;1302;1082;1334;1746;895;1;Nein
559;04.09.2020 09:00;75;68;Arbeiter4;1222;0;2;430;246;184;1988;1508;1712;241;1453;1222;1738;688;1884;2;Ja
560;04.09.2020 10:00;71;66;Arbeiter4;986;0;2;1097;917;1241;385;306;178;1120;696;744;285;1981;1962;1;Ja
561;04.09.2020 11:00;63;82;Arbeiter4;1313;0;1;294;906;815;1394;574;1060;1813;1810;665;266;589;562;1;Nein
562;04.09.2020 12:00;67;83;Arbeiter4;284;0;1;364;1190;439;335;1798;620;1212;1420;1784;889;283;1113;2;Nein
563;04.09.2020 13:00;65;92;Arbeiter4;1720;3;2;1535;1660;1256;514;654;1338;939;527;158;548;1582;210;3;Nein
564;04.09.2020 14:00;65;93;Arbeiter4;1423;3;1;657;1292;1530;1153;1482;1039;1922;1166;997;1459;1328;951;4;Nein
565;04.09.2020 15:00;67;92;Arbeiter4;971;0;0;1359;282;1761;365;1245;669;1771;756;1066;1055;935;1101;5;Nein
566;04.09.2020 16:00;60;93;Arbeiter6;842;1;1;340;418;884;1568;556;512;1579;1602;1633;1742;1861;968;6;Nein
567;04.09.2020 17:00;60;82;Arbeiter6;955;0;2;1701;1901;1847;1652;1138;1706;918;1441;332;1322;1513;1433;7;Nein
568;04.09.2020 18:00;66;87;Arbeiter6;1904;0;1;1205;235;781;1241;1502;250;970;319;1175;1433;209;513;8;Nein
569;04.09.2020 19:00;60;92;Arbeiter6;340;2;1;659;351;1407;250;994;1418;775;584;664;915;495;914;9;Nein
570;04.09.2020 20:00;64;94;Arbeiter6;213;2;2;1778;874;1941;1927;190;830;1474;1539;200;751;1008;643;10;Nein
571;04.09.2020 21:00;63;85;Arbeiter6;1555;1;1;1582;1395;1640;1927;1426;785;244;799;1722;1904;540;1350;11;Nein
572;04.09.2020 22:00;60;82;Arbeiter6;877;2;1;898;396;1765;1491;598;1231;1240;1392;486;202;1687;1599;12;Nein
573;04.09.2020 23:00;68;84;Arbeiter6;1867;2;0;852;1234;1981;1923;580;396;731;1686;860;1488;263;1610;13;Nein
574;05.09.2020 00:00;63;88;Arbeiter7;326;0;0;1832;388;1558;874;1492;992;418;1215;1284;900;418;809;14;Nein
575;05.09.2020 01:00;68;88;Arbeiter7;834;0;1;181;1601;1669;1702;793;1011;166;1828;214;1103;1228;203;15;Nein
576;05.09.2020 02:00;66;82;Arbeiter7;924;0;0;1696;392;1359;1736;794;1889;484;171;1719;507;1715;1246;16;Nein
577;05.09.2020 03:00;67;82;Arbeiter7;1312;1;1;1691;1873;208;631;324;1778;903;182;854;1566;494;770;17;Nein
578;05.09.2020 04:00;62;91;Arbeiter7;1496;0;2;813;1514;1467;635;1516;865;1907;445;1224;1200;1319;581;18;Nein
579;05.09.2020 05:00;64;88;Arbeiter7;1116;3;0;729;754;427;1170;449;1411;526;321;300;1483;1564;890;19;Nein
580;05.09.2020 06:00;63;95;Arbeiter7;1403;1;2;1624;1879;1213;1462;512;1541;1832;1645;926;1959;1576;1662;20;Nein
581;05.09.2020 07:00;64;82;Arbeiter7;1117;1;2;446;1753;222;969;311;1310;1297;621;1929;1309;1103;1781;21;Nein
582;05.09.2020 08:00;63;85;Arbeiter2;1827;0;2;1158;202;171;1722;216;1801;757;1873;198;1930;1049;250;22;Nein
583;05.09.2020 09:00;68;82;Arbeiter2;267;2;2;937;1692;1500;1632;177;383;1316;966;1356;1830;1597;1156;23;Nein
584;05.09.2020 10:00;61;83;Arbeiter2;957;3;1;666;676;1594;1373;286;864;1088;1377;633;161;354;717;24;Nein
585;05.09.2020 11:00;64;91;Arbeiter2;714;2;1;781;2009;732;844;1299;1926;373;265;1600;470;654;949;25;Nein
586;05.09.2020 12:00;64;92;Arbeiter2;1664;2;0;888;427;1939;195;454;1953;1321;582;577;1306;1372;1273;26;Nein
587;05.09.2020 13:00;65;86;Arbeiter2;1869;1;0;1949;373;891;1175;876;867;200;515;969;1321;921;1622;27;Nein
588;05.09.2020 14:00;66;93;Arbeiter2;973;0;1;248;488;269;1477;165;200;460;1488;318;239;1181;1720;28;Nein
589;05.09.2020 15:00;68;93;Arbeiter2;463;3;2;1647;1776;1028;464;1651;401;1049;1375;1032;387;531;1212;29;Nein
590;05.09.2020 16:00;60;95;Arbeiter8;1361;0;1;997;563;410;1362;1275;296;882;1609;1779;729;531;222;30;Nein
591;05.09.2020 17:00;66;94;Arbeiter8;1517;0;2;1126;1905;1663;1971;937;306;1781;441;1769;1967;1007;308;31;Nein
592;05.09.2020 18:00;63;95;Arbeiter8;461;3;0;1887;1266;568;532;1473;1071;1056;191;1954;1964;182;1044;32;Nein
593;05.09.2020 19:00;68;87;Arbeiter8;1908;0;0;1987;574;1015;667;405;1408;347;1693;470;1921;1904;956;33;Nein
594;05.09.2020 20:00;63;90;Arbeiter8;520;3;1;1429;372;1581;693;1314;1793;1060;1653;1197;1080;389;264;34;Nein
595;05.09.2020 21:00;62;87;Arbeiter8;944;3;1;162;1518;797;240;1059;1750;1346;719;1868;359;1523;447;35;Nein
596;05.09.2020 22:00;60;90;Arbeiter8;1985;2;2;313;452;1322;1861;1383;1284;1105;1911;1331;1389;693;1279;36;Nein
597;05.09.2020 23:00;61;82;Arbeiter8;1578;2;1;1268;596;1660;1677;1680;825;1356;1063;356;1673;707;1621;37;Nein
598;06.09.2020 00:00;64;86;Arbeiter1;554;2;1;1748;1599;1393;1000;470;1930;766;453;856;1185;1445;634;38;Nein
599;06.09.2020 01:00;65;90;Arbeiter1;216;1;1;600;1002;1737;1351;312;769;550;1888;875;809;1954;1932;39;Nein
600;06.09.2020 02:00;67;84;Arbeiter1;1366;2;1;1643;387;1576;650;596;306;974;426;1768;1388;1426;874;40;Nein
601;06.09.2020 03:00;65;88;Arbeiter1;925;0;0;802;1860;761;986;1123;1233;1805;186;238;398;1853;217;41;Nein
602;06.09.2020 04:00;65;94;Arbeiter1;828;1;2;1720;435;936;1977;1392;1054;1918;593;527;865;313;583;42;Nein
603;06.09.2020 05:00;60;95;Arbeiter1;1616;0;0;1800;1625;1528;1768;459;428;402;1801;1261;1387;497;1777;43;Nein
604;06.09.2020 06:00;66;82;Arbeiter1;1923;1;0;1096;706;1159;1441;216;658;759;1005;547;691;1700;1136;44;Nein
605;06.09.2020 07:00;65;88;Arbeiter1;1545;3;2;1637;1914;1295;546;613;1702;1946;1333;1542;1732;857;1109;45;Nein
606;06.09.2020 08:00;60;94;Arbeiter3;403;2;1;610;1547;1176;1420;1098;1083;1026;253;303;966;1406;1925;46;Nein
